percentage,low-Choice,median-Choice,high-Choice,low-Entry,median-Entry,high-Entry,low-Exit,median-Exit,high-Exit,low-Region,median-Region,high-Region,low-State,median-State,high-State,low-Statechart,median-Statechart,high-Statechart,low-Transition,median-Transition,high-Transition
0.69,0.17391304347826086,0.2222222222222222,0.26,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.0,0.0,0.0,0.0625,0.08333333333333333,0.13636363636363635,0.23255813953488372,0.2619047619047619,0.30434782608695654,0.020833333333333332,0.021739130434782608,0.022727272727272728,0.30612244897959184,0.35555555555555557,0.4
0.7,0.17391304347826086,0.22448979591836735,0.2619047619047619,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.06521739130434782,0.08695652173913043,0.13953488372093023,0.23809523809523808,0.26666666666666666,0.30952380952380953,0.02127659574468085,0.022222222222222223,0.023809523809523808,0.2978723404255319,0.34782608695652173,0.391304347826087
0.71,0.17391304347826086,0.225,0.2619047619047619,0.022727272727272728,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.08888888888888889,0.14285714285714285,0.2391304347826087,0.2708333333333333,0.3125,0.021739130434782608,0.023255813953488372,0.024390243902439025,0.2894736842105263,0.3409090909090909,0.3829787234042553
0.72,0.17391304347826086,0.225,0.2653061224489796,0.023255813953488372,0.045454545454545456,0.06666666666666667,0.0,0.0,0.0,0.06818181818181818,0.09090909090909091,0.14634146341463414,0.24390243902439024,0.275,0.3181818181818182,0.022727272727272728,0.023809523809523808,0.025,0.28205128205128205,0.3333333333333333,0.375
0.73,0.17391304347826086,0.22727272727272727,0.26666666666666666,0.023809523809523808,0.045454545454545456,0.06818181818181818,0.0,0.0,0.0,0.07142857142857142,0.09523809523809523,0.15217391304347827,0.25,0.27906976744186046,0.325,0.023255813953488372,0.024390243902439025,0.02564102564102564,0.2727272727272727,0.325,0.3684210526315789
0.74,0.17073170731707318,0.22727272727272727,0.2682926829268293,0.024390243902439025,0.045454545454545456,0.058823529411764705,0.0,0.0,0.0,0.07317073170731707,0.0975609756097561,0.15789473684210525,0.25,0.2857142857142857,0.32558139534883723,0.023809523809523808,0.02564102564102564,0.02631578947368421,0.2631578947368421,0.3157894736842105,0.358974358974359
0.75,0.17073170731707318,0.22857142857142856,0.2702702702702703,0.025,0.029411764705882353,0.05714285714285714,0.0,0.0,0.0,0.075,0.1,0.16216216216216217,0.2564102564102564,0.2894736842105263,0.3333333333333333,0.025,0.02631578947368421,0.027777777777777776,0.2558139534883721,0.3055555555555556,0.35135135135135137
0.76,0.17073170731707318,0.22857142857142856,0.2702702702702703,0.02564102564102564,0.029411764705882353,0.05714285714285714,0.0,0.0,0.0,0.07894736842105263,0.10526315789473684,0.16666666666666666,0.2571428571428571,0.29411764705882354,0.34146341463414637,0.02564102564102564,0.02702702702702703,0.02857142857142857,0.24390243902439024,0.2972972972972973,0.34285714285714286
0.77,0.16666666666666666,0.22857142857142856,0.2727272727272727,0.02631578947368421,0.030303030303030304,0.058823529411764705,0.0,0.0,0.0,0.08108108108108109,0.10810810810810811,0.17142857142857143,0.2631578947368421,0.2972972972972973,0.34285714285714286,0.02702702702702703,0.02857142857142857,0.029411764705882353,0.23529411764705882,0.2894736842105263,0.3333333333333333
0.78,0.16666666666666666,0.22580645161290322,0.2727272727272727,0.02631578947368421,0.03125,0.06060606060606061,0.0,0.0,0.0,0.08571428571428572,0.1111111111111111,0.1794871794871795,0.2647058823529412,0.30303030303030304,0.35294117647058826,0.027777777777777776,0.029411764705882353,0.03125,0.22580645161290322,0.2777777777777778,0.32432432432432434
0.79,0.16129032258064516,0.22580645161290322,0.2727272727272727,0.02702702702702703,0.03225806451612903,0.0625,0.0,0.0,0.0,0.08823529411764706,0.11764705882352941,0.1875,0.2702702702702703,0.3103448275862069,0.3548387096774194,0.029411764705882353,0.030303030303030304,0.03225806451612903,0.21875,0.2702702702702703,0.32142857142857145
